trip_id,city,route_id,start_time,end_time,passengers,distance_km
300,Chiclayo,R501,2026-05-29T18:18:00Z,2026-05-29T19:06:00Z,7,9.3
301,Arequipa,R302,2026-05-29T16:25:00Z,2026-05-29T17:03:00Z,53,14.2
302,Trujillo,R401,2026-05-29T15:06:00Z,2026-05-29T15:41:00Z,24,11.0
303,Trujillo,R401,2026-05-29T12:16:00Z,2026-05-29T13:19:00Z,41,11.0
304,Trujillo,R402,2026-05-29T19:16:00Z,2026-05-29T20:00:00Z,37,8.7
305,Arequipa,R301,2026-05-29T19:40:00Z,2026-05-29T20:38:00Z,13,12.1
306,Lima,R104,2026-05-29T12:20:00Z,2026-05-29T13:15:00Z,11,6.8
307,Chiclayo,R501,2026-05-29T10:51:00Z,2026-05-29T11:16:00Z,53,9.3
308,Trujillo,R401,2026-05-29T13:27:00Z,2026-05-29T13:52:00Z,19,11.0
309,Cusco,R201,2026-05-29T13:04:00Z,2026-05-29T13:27:00Z,30,15.3
310,Arequipa,R302,2026-05-29T07:23:00Z,2026-05-29T08:06:00Z,19,-1.0
311,Cusco,R201,2026-05-29T08:20:00Z,2026-05-29T08:42:00Z,23,15.3
312,Trujillo,R401,2026-05-29T18:57:00Z,2026-05-29T20:02:00Z,35,11.0
313,Lima,R101,2026-05-29T06:19:00Z,2026-05-29T06:55:00Z,18,11.4
314,Chiclayo,R502,2026-05-29T07:53:00Z,2026-05-29T09:02:00Z,23,12.8
315,Lima,R101,2026-05-29T10:04:00Z,2026-05-29T10:50:00Z,45,11.4
316,Trujillo,R401,2026-05-29T07:53:00Z,2026-05-29T09:06:00Z,36,11.0
317,Lima,R102,2026-05-29T18:15:00Z,2026-05-29T18:44:00Z,23,8.2
318,Chiclayo,R502,2026-05-29T10:06:00Z,2026-05-29T11:02:00Z,31,12.8
319,Lima,R103,2026-05-29T07:09:00Z,2026-05-29T08:02:00Z,39,15.3
320,Chiclayo,R501,2026-05-29T12:39:00Z,2026-05-29T13:54:00Z,-5,9.3
321,Cusco,R202,2026-05-29T18:45:00Z,2026-05-29T19:06:00Z,27,10.5
322,Cusco,R201,2026-05-29T18:30:00Z,2026-05-29T19:32:00Z,45,15.3
323,Chiclayo,R502,2026-05-29T08:16:00Z,2026-05-29T08:38:00Z,27,12.8
324,Arequipa,R303,2026-05-29T13:55:00Z,2026-05-29T14:59:00Z,35,9.5
325,Arequipa,R301,2026-05-29T18:13:00Z,2026-05-29T19:22:00Z,34,-1.0
326,Lima,R102,2026-05-29T06:42:00Z,2026-05-29T07:22:00Z,24,8.2
327,Chiclayo,R502,2026-05-29T10:19:00Z,2026-05-29T10:41:00Z,53,12.8
328,Cusco,R202,2026-05-29T19:19:00Z,2026-05-29T19:42:00Z,60,10.5
329,Cusco,R201,2026-05-29T19:38:00Z,2026-05-29T20:21:00Z,32,15.3
330,Trujillo,R402,2026-05-29T11:47:00Z,2026-05-29T12:18:00Z,36,8.7
331,Cusco,R203,2026-05-29T10:33:00Z,2026-05-29T11:44:00Z,10,18.2
332,Lima,R104,2026-05-29T16:16:00Z,2026-05-29T17:28:00Z,16,6.8
333,Cusco,R201,2026-05-29T07:21:00Z,2026-05-29T08:01:00Z,47,15.3
334,Trujillo,R402,2026-05-29T08:50:00Z,2026-05-29T09:54:00Z,33,8.7
335,Lima,R103,2026-05-29T16:29:00Z,2026-05-29T17:16:00Z,22,15.3
336,Lima,R101,2026-05-29T17:27:00Z,2026-05-29T18:27:00Z,30,11.4
337,Arequipa,R301,2026-05-29T08:26:00Z,2026-05-29T09:40:00Z,43,12.1
338,Trujillo,R401,2026-05-29T08:09:00Z,2026-05-29T08:33:00Z,20,11.0
339,Cusco,R202,2026-05-29T12:32:00Z,2026-05-29T13:28:00Z,7,10.5
340,Trujillo,R402,2026-05-29T12:20:00Z,2026-05-29T13:08:00Z,53,8.7
341,Arequipa,R303,2026-05-29T12:15:00Z,2026-05-29T13:00:00Z,25,9.5
342,Arequipa,R301,2026-05-29T06:26:00Z,2026-05-29T07:33:00Z,16,12.1
343,Trujillo,R401,2026-05-29T10:28:00Z,2026-05-29T11:37:00Z,21,11.0
344,Arequipa,R303,2026-05-29T10:52:00Z,2026-05-29T11:56:00Z,36,9.5
345,Arequipa,R301,2026-05-29T13:42:00Z,2026-05-29T14:13:00Z,50,12.1
346,Lima,R103,2026-05-29T17:23:00Z,2026-05-29T18:05:00Z,50,15.3
347,Chiclayo,R502,2026-05-29T11:07:00Z,2026-05-29T12:21:00Z,15,12.8
348,Arequipa,R302,2026-05-29T14:40:00Z,2026-05-29T15:14:00Z,12,14.2
349,Arequipa,R301,2026-05-29T19:29:00Z,2026-05-29T20:20:00Z,6,12.1
350,Chiclayo,R502,2026-05-29T13:58:00Z,2026-05-29T15:09:00Z,40,12.8
351,Lima,R101,2026-05-29T11:16:00Z,2026-05-29T12:01:00Z,50,11.4
352,Chiclayo,R502,2026-05-29T19:07:00Z,2026-05-29T19:53:00Z,57,12.8
353,Arequipa,R302,2026-05-29T16:57:00Z,2026-05-29T17:21:00Z,33,14.2
354,Chiclayo,R502,2026-05-29T08:11:00Z,2026-05-29T09:24:00Z,54,12.8
355,Chiclayo,R501,2026-05-29T19:06:00Z,2026-05-29T19:34:00Z,32,9.3
356,Lima,R101,2026-05-29T14:50:00Z,2026-05-29T15:19:00Z,24,11.4
357,Cusco,R203,2026-05-29T09:50:00Z,2026-05-29T10:32:00Z,38,18.2
358,Lima,R103,2026-05-29T09:21:00Z,2026-05-29T10:21:00Z,40,15.3
359,Cusco,R203,2026-05-29T15:06:00Z,2026-05-29T15:31:00Z,37,18.2
360,Chiclayo,R501,2026-05-29T08:55:00Z,2026-05-29T09:57:00Z,44,9.3
361,Chiclayo,R502,2026-05-29T15:37:00Z,2026-05-29T15:59:00Z,57,12.8
362,Lima,R101,2026-05-29T16:56:00Z,2026-05-29T18:05:00Z,41,11.4
363,Arequipa,,2026-05-29T13:06:00Z,2026-05-29T14:05:00Z,45,9.5
364,Chiclayo,R502,2026-05-29T16:57:00Z,2026-05-29T17:36:00Z,35,12.8
365,Trujillo,R402,2026-05-29T13:44:00Z,2026-05-29T14:08:00Z,49,8.7
366,Trujillo,R402,2026-05-29T14:15:00Z,2026-05-29T15:04:00Z,18,8.7
367,Arequipa,R302,2026-05-29T18:15:00Z,2026-05-29T18:55:00Z,51,14.2
368,Cusco,R202,2026-05-29T08:13:00Z,2026-05-29T09:21:00Z,28,10.5
369,Lima,R103,2026-05-29T10:07:00Z,2026-05-29T10:56:00Z,12,15.3
370,Arequipa,R301,2026-05-29T07:39:00Z,2026-05-29T08:02:00Z,23,12.1
371,Chiclayo,R502,2026-05-29T10:14:00Z,2026-05-29T11:29:00Z,15,12.8
372,Chiclayo,R502,2026-05-29T09:14:00Z,2026-05-29T10:22:00Z,15,12.8
373,Chiclayo,R502,2026-05-29T14:30:00Z,2026-05-29T15:09:00Z,-5,12.8
374,Chiclayo,R502,2026-05-29T10:06:00Z,2026-05-29T10:39:00Z,42,12.8
375,Lima,R103,2026-05-29T14:26:00Z,2026-05-29T15:24:00Z,58,15.3
376,Trujillo,R402,2026-05-29T15:09:00Z,2026-05-29T15:29:00Z,59,8.7
377,Arequipa,R302,2026-05-29T18:24:00Z,2026-05-29T19:07:00Z,53,14.2
378,Lima,R104,2026-05-29T06:52:00Z,2026-05-29T07:48:00Z,40,6.8
379,Chiclayo,R502,2026-05-29T07:15:00Z,2026-05-29T07:59:00Z,37,12.8
380,Chiclayo,R502,2026-05-29T16:38:00Z,2026-05-29T17:41:00Z,44,12.8
381,Lima,R104,2026-05-29T12:22:00Z,2026-05-29T13:32:00Z,26,6.8
382,Cusco,R201,2026-05-29T09:23:00Z,2026-05-29T10:21:00Z,37,15.3
383,Lima,R101,2026-05-29T06:39:00Z,2026-05-29T07:07:00Z,50,11.4
384,Trujillo,R402,2026-05-29T08:32:00Z,2026-05-29T09:30:00Z,37,8.7
385,Chiclayo,R502,2026-05-29T08:46:00Z,2026-05-29T09:31:00Z,44,12.8
386,Cusco,R203,2026-05-29T11:44:00Z,2026-05-29T12:36:00Z,58,18.2
387,Trujillo,R402,2026-05-29T14:06:00Z,2026-05-29T15:18:00Z,6,8.7
388,Lima,R104,2026-05-29T15:57:00Z,2026-05-29T16:36:00Z,55,6.8
389,Lima,R104,2026-05-29T10:31:00Z,2026-05-29T11:32:00Z,55,6.8
390,Chiclayo,R501,2026-05-29T18:18:00Z,2026-05-29T18:41:00Z,42,9.3
391,Chiclayo,R502,2026-05-29T08:31:00Z,2026-05-29T09:43:00Z,48,12.8
392,Chiclayo,R501,2026-05-29T09:15:00Z,2026-05-29T09:36:00Z,33,9.3
393,Arequipa,R302,2026-05-29T17:47:00Z,2026-05-29T18:20:00Z,31,14.2
394,Chiclayo,R502,2026-05-29T18:33:00Z,2026-05-29T19:39:00Z,8,12.8
395,Chiclayo,R501,2026-05-29T15:34:00Z,2026-05-29T16:14:00Z,47,9.3
396,Trujillo,R402,2026-05-29T08:57:00Z,2026-05-29T09:46:00Z,39,8.7
397,Cusco,R203,2026-05-29T19:10:00Z,2026-05-29T20:25:00Z,51,18.2
398,Cusco,R203,2026-05-29T14:15:00Z,2026-05-29T14:47:00Z,20,18.2
399,Cusco,R201,2026-05-29T11:04:00Z,2026-05-29T12:13:00Z,23,15.3
400,Trujillo,R402,2026-05-29T14:11:00Z,2026-05-29T14:53:00Z,40,8.7
401,Cusco,R202,2026-05-29T08:04:00Z,2026-05-29T09:00:00Z,48,10.5
402,Trujillo,R402,2026-05-29T19:11:00Z,2026-05-29T20:22:00Z,14,8.7
403,Cusco,R203,2026-05-29T07:20:00Z,2026-05-29T08:02:00Z,33,18.2
404,Trujillo,R401,2026-05-29T09:26:00Z,2026-05-29T10:38:00Z,39,11.0
405,Chiclayo,R502,2026-05-29T08:20:00Z,2026-05-29T08:46:00Z,44,12.8
406,Arequipa,R301,2026-05-29T06:51:00Z,2026-05-29T07:53:00Z,38,12.1
407,Arequipa,R301,2026-05-29T07:42:00Z,2026-05-29T08:28:00Z,26,12.1
408,Lima,R102,2026-05-29T06:05:00Z,2026-05-29T07:00:00Z,15,8.2
409,Trujillo,R402,2026-05-29T17:06:00Z,2026-05-29T17:38:00Z,53,8.7
410,Cusco,R202,2026-05-29T17:01:00Z,2026-05-29T17:24:00Z,54,10.5
411,Chiclayo,R501,2026-05-29T15:07:00Z,2026-05-29T16:14:00Z,51,9.3
412,Lima,R102,2026-05-29T13:07:00Z,2026-05-29T14:20:00Z,16,8.2
413,Lima,R104,2026-05-29T19:26:00Z,2026-05-29T20:17:00Z,16,6.8
414,Cusco,R201,2026-05-29T06:09:00Z,2026-05-29T06:48:00Z,41,15.3
415,Cusco,R202,2026-05-29T13:45:00Z,2026-05-29T14:46:00Z,39,10.5
416,Arequipa,R303,2026-05-29T13:59:00Z,2026-05-29T14:36:00Z,17,9.5
417,Cusco,R201,2026-05-29T18:28:00Z,2026-05-29T19:17:00Z,46,15.3
418,Arequipa,R301,2026-05-29T18:34:00Z,2026-05-29T19:15:00Z,55,12.1
419,Arequipa,R301,2026-05-29T16:25:00Z,2026-05-29T17:39:00Z,45,12.1
420,Trujillo,R402,2026-05-29T07:28:00Z,2026-05-29T08:13:00Z,47,8.7
421,Arequipa,R302,2026-05-29T11:31:00Z,2026-05-29T12:06:00Z,5,14.2
422,Arequipa,R302,2026-05-29T18:51:00Z,2026-05-29T19:28:00Z,26,14.2
423,Chiclayo,R501,2026-05-29T10:27:00Z,2026-05-29T11:28:00Z,28,9.3
424,Lima,R101,2026-05-29T13:56:00Z,2026-05-29T14:35:00Z,15,11.4
425,Chiclayo,R502,2026-05-29T17:46:00Z,2026-05-29T18:13:00Z,45,12.8
426,Cusco,R202,2026-05-29T16:29:00Z,2026-05-29T17:03:00Z,19,10.5
427,Trujillo,R401,2026-05-29T13:45:00Z,2026-05-29T14:52:00Z,43,11.0
428,Chiclayo,R502,2026-05-29T18:55:00Z,2026-05-29T19:49:00Z,56,12.8
429,Arequipa,R301,2026-05-29T17:36:00Z,2026-05-29T18:44:00Z,43,12.1
430,Lima,R104,2026-05-29T15:00:00Z,2026-05-29T16:05:00Z,28,6.8
431,Chiclayo,R501,2026-05-29T07:03:00Z,2026-05-29T08:16:00Z,40,9.3
432,Arequipa,R303,2026-05-29T15:09:00Z,2026-05-29T15:38:00Z,15,9.5
433,Chiclayo,R502,2026-05-29T07:59:00Z,2026-05-29T09:02:00Z,18,12.8
434,Trujillo,R401,2026-05-29T14:42:00Z,2026-05-29T15:30:00Z,56,11.0
435,Arequipa,R303,2026-05-29T13:05:00Z,2026-05-29T13:54:00Z,41,9.5
436,Trujillo,R402,2026-05-29T18:20:00Z,2026-05-29T18:41:00Z,30,8.7
437,Lima,R102,2026-05-29T15:52:00Z,2026-05-29T16:16:00Z,7,8.2
438,Lima,R101,2026-05-29T07:10:00Z,2026-05-29T08:00:00Z,7,11.4
439,Arequipa,R301,2026-05-29T19:04:00Z,2026-05-29T20:05:00Z,51,12.1
440,Trujillo,R402,2026-05-29T12:31:00Z,2026-05-29T13:19:00Z,60,8.7
441,Trujillo,R402,2026-05-29T07:22:00Z,2026-05-29T08:25:00Z,47,8.7
442,Arequipa,R303,2026-05-29T11:56:00Z,2026-05-29T12:23:00Z,16,9.5
443,Trujillo,R401,2026-05-29T18:25:00Z,2026-05-29T18:59:00Z,58,-1.0
444,Cusco,R202,2026-05-29T17:29:00Z,2026-05-29T18:35:00Z,39,10.5
445,Trujillo,R401,2026-05-29T10:13:00Z,2026-05-29T11:02:00Z,27,11.0
446,Arequipa,R303,2026-05-29T19:03:00Z,2026-05-29T19:30:00Z,7,9.5
447,Trujillo,R401,2026-05-29T10:06:00Z,2026-05-29T10:39:00Z,9,11.0
448,Lima,R104,2026-05-29T16:12:00Z,2026-05-29T17:15:00Z,50,6.8
449,Arequipa,R303,2026-05-29T06:45:00Z,2026-05-29T07:30:00Z,33,9.5
450,Arequipa,R301,2026-05-29T08:23:00Z,2026-05-29T09:15:00Z,23,12.1
451,Chiclayo,R502,2026-05-29T15:51:00Z,2026-05-29T16:49:00Z,54,12.8
452,Cusco,R201,2026-05-29T11:09:00Z,2026-05-29T11:38:00Z,47,15.3
453,Trujillo,R402,2026-05-29T10:41:00Z,2026-05-29T11:04:00Z,40,8.7
454,Arequipa,R303,2026-05-29T17:35:00Z,2026-05-29T18:22:00Z,40,9.5
455,Cusco,R203,2026-05-29T17:27:00Z,2026-05-29T18:11:00Z,55,18.2
456,Trujillo,R402,2026-05-29T08:32:00Z,2026-05-29T09:11:00Z,29,8.7
457,Chiclayo,R502,2026-05-29T10:06:00Z,2026-05-29T11:20:00Z,19,12.8
458,Arequipa,R302,2026-05-29T06:59:00Z,2026-05-29T07:54:00Z,31,14.2
459,Chiclayo,R501,2026-05-29T12:37:00Z,2026-05-29T13:12:00Z,21,9.3
460,Lima,R104,2026-05-29T12:19:00Z,2026-05-29T12:44:00Z,39,6.8
461,Arequipa,R301,2026-05-29T10:34:00Z,2026-05-29T11:18:00Z,48,12.1
462,Lima,R101,2026-05-29T09:12:00Z,2026-05-29T10:23:00Z,53,11.4
463,Chiclayo,R501,2026-05-29T14:10:00Z,2026-05-29T14:43:00Z,60,9.3
464,Cusco,R201,2026-05-29T09:36:00Z,2026-05-29T10:08:00Z,52,15.3
465,Trujillo,R401,2026-05-29T17:52:00Z,2026-05-29T18:50:00Z,50,11.0
466,Arequipa,R303,2026-05-29T11:29:00Z,2026-05-29T12:38:00Z,23,9.5
467,Chiclayo,R502,2026-05-29T11:15:00Z,2026-05-29T11:51:00Z,28,12.8
468,Trujillo,R402,2026-05-29T07:40:00Z,2026-05-29T08:51:00Z,51,8.7
469,Cusco,R201,2026-05-29T12:19:00Z,2026-05-29T12:59:00Z,31,-1.0
470,Arequipa,R301,2026-05-29T10:27:00Z,2026-05-29T11:22:00Z,42,12.1
471,Trujillo,R402,2026-05-29T08:36:00Z,2026-05-29T09:08:00Z,26,8.7
472,Chiclayo,R501,2026-05-29T14:31:00Z,2026-05-29T15:26:00Z,46,9.3
473,Cusco,R202,2026-05-29T19:01:00Z,2026-05-29T20:13:00Z,36,10.5
474,Trujillo,R402,2026-05-29T08:52:00Z,2026-05-29T09:58:00Z,55,8.7
475,Arequipa,R303,2026-05-29T15:19:00Z,2026-05-29T16:10:00Z,16,9.5
476,Chiclayo,R501,2026-05-29T14:56:00Z,2026-05-29T15:18:00Z,58,9.3
477,Lima,R101,2026-05-29T13:02:00Z,2026-05-29T13:30:00Z,58,11.4
478,Lima,R102,2026-05-29T06:09:00Z,2026-05-29T06:42:00Z,37,8.2
479,Lima,,2026-05-29T17:15:00Z,2026-05-29T18:06:00Z,6,6.8
480,Trujillo,R401,2026-05-29T06:17:00Z,2026-05-29T07:10:00Z,51,11.0
481,Cusco,R201,2026-05-29T14:34:00Z,2026-05-29T15:46:00Z,49,15.3
482,Arequipa,R301,2026-05-29T07:38:00Z,2026-05-29T08:31:00Z,14,12.1
483,Chiclayo,R502,2026-05-29T19:54:00Z,2026-05-29T20:36:00Z,22,12.8
484,Lima,R103,2026-05-29T12:55:00Z,2026-05-29T13:44:00Z,41,15.3
485,Arequipa,R302,2026-05-29T17:40:00Z,2026-05-29T18:52:00Z,59,14.2
486,Lima,R101,2026-05-29T12:55:00Z,2026-05-29T13:39:00Z,29,11.4
487,Lima,R101,2026-05-29T17:59:00Z,2026-05-29T18:29:00Z,10,11.4
488,Trujillo,R402,2026-05-29T15:39:00Z,2026-05-29T16:53:00Z,11,8.7
489,Lima,R102,2026-05-29T09:36:00Z,2026-05-29T10:51:00Z,49,8.2
490,Trujillo,R402,2026-05-29T06:47:00Z,2026-05-29T07:11:00Z,48,8.7
491,Chiclayo,R501,2026-05-29T09:03:00Z,2026-05-29T10:17:00Z,25,-1.0
492,Chiclayo,R501,2026-05-29T18:50:00Z,2026-05-29T20:02:00Z,50,9.3
493,Lima,R103,2026-05-29T08:46:00Z,2026-05-29T09:42:00Z,20,15.3
494,Trujillo,R402,2026-05-29T12:33:00Z,2026-05-29T13:41:00Z,52,8.7
495,Lima,R103,2026-05-29T06:54:00Z,2026-05-29T07:20:00Z,32,15.3
496,Lima,R103,2026-05-29T16:19:00Z,2026-05-29T17:28:00Z,44,15.3
497,Trujillo,R402,2026-05-29T06:30:00Z,2026-05-29T07:30:00Z,22,8.7
498,Trujillo,R402,2026-05-29T09:53:00Z,2026-05-29T10:35:00Z,40,8.7
499,Trujillo,R401,2026-05-29T17:36:00Z,2026-05-29T18:33:00Z,47,11.0
500,Chiclayo,R502,2026-05-29T19:37:00Z,2026-05-29T20:12:00Z,50,12.8
501,Cusco,R201,2026-05-29T12:29:00Z,2026-05-29T13:34:00Z,55,15.3
502,Trujillo,R402,2026-05-29T12:09:00Z,2026-05-29T12:35:00Z,-5,8.7
503,Trujillo,R402,2026-05-29T18:59:00Z,2026-05-29T19:36:00Z,11,8.7
504,Arequipa,R302,2026-05-29T13:39:00Z,2026-05-29T14:34:00Z,40,14.2
505,Lima,R101,2026-05-29T07:31:00Z,2026-05-29T08:13:00Z,40,11.4
506,Chiclayo,R502,2026-05-29T12:34:00Z,2026-05-29T12:54:00Z,23,12.8
507,Lima,R102,2026-05-29T15:45:00Z,2026-05-29T16:38:00Z,15,8.2
508,Arequipa,R301,2026-05-29T10:35:00Z,2026-05-29T11:14:00Z,22,12.1
509,Lima,R102,2026-05-29T13:25:00Z,2026-05-29T14:02:00Z,31,8.2
510,Lima,R103,2026-05-29T10:17:00Z,2026-05-29T10:52:00Z,51,15.3
511,Chiclayo,R501,2026-05-29T13:48:00Z,2026-05-29T14:14:00Z,13,9.3
512,Trujillo,R402,2026-05-29T16:35:00Z,2026-05-29T17:19:00Z,56,8.7
513,Trujillo,R402,2026-05-29T13:20:00Z,2026-05-29T14:32:00Z,57,8.7
514,Chiclayo,R501,2026-05-29T11:07:00Z,2026-05-29T11:47:00Z,43,9.3
515,Arequipa,R302,2026-05-29T11:21:00Z,2026-05-29T11:52:00Z,30,14.2
516,Cusco,R203,2026-05-29T17:51:00Z,2026-05-29T18:51:00Z,36,18.2
517,Arequipa,R302,2026-05-29T12:25:00Z,2026-05-29T13:02:00Z,57,14.2
518,Cusco,R201,2026-05-29T15:37:00Z,2026-05-29T16:09:00Z,42,15.3
519,Arequipa,R303,2026-05-29T19:06:00Z,2026-05-29T20:01:00Z,6,9.5
520,Trujillo,R401,2026-05-29T13:28:00Z,2026-05-29T14:39:00Z,23,11.0
521,Lima,R104,2026-05-29T17:29:00Z,2026-05-29T18:20:00Z,13,6.8
522,Arequipa,R302,2026-05-29T17:14:00Z,2026-05-29T17:43:00Z,50,14.2
523,Trujillo,R401,2026-05-29T13:39:00Z,2026-05-29T14:37:00Z,35,11.0
524,Chiclayo,R502,2026-05-29T15:16:00Z,2026-05-29T15:38:00Z,55,12.8
525,Chiclayo,R501,2026-05-29T07:51:00Z,2026-05-29T09:00:00Z,20,9.3
526,Cusco,R201,2026-05-29T17:02:00Z,2026-05-29T18:01:00Z,7,15.3
527,Trujillo,R402,2026-05-29T19:35:00Z,2026-05-29T20:22:00Z,-5,8.7
528,Arequipa,R303,2026-05-29T18:44:00Z,2026-05-29T19:37:00Z,40,9.5
529,Chiclayo,R501,2026-05-29T13:36:00Z,2026-05-29T14:19:00Z,30,9.3
530,Chiclayo,R501,2026-05-29T11:53:00Z,2026-05-29T12:14:00Z,35,9.3
531,Trujillo,R401,2026-05-29T07:58:00Z,2026-05-29T09:11:00Z,51,11.0
532,Cusco,R202,2026-05-29T13:46:00Z,2026-05-29T14:56:00Z,18,10.5
533,Cusco,R202,2026-05-29T07:39:00Z,2026-05-29T08:27:00Z,51,10.5
534,Cusco,R201,2026-05-29T11:07:00Z,2026-05-29T11:29:00Z,56,15.3
535,Lima,R103,2026-05-29T17:03:00Z,2026-05-29T17:29:00Z,48,15.3
536,Arequipa,R303,2026-05-29T08:58:00Z,2026-05-29T09:53:00Z,15,9.5
537,Trujillo,R402,2026-05-29T09:57:00Z,2026-05-29T11:08:00Z,30,8.7
538,Arequipa,,2026-05-29T17:13:00Z,2026-05-29T18:00:00Z,30,9.5
539,Arequipa,R302,2026-05-29T16:06:00Z,2026-05-29T16:53:00Z,29,-1.0
540,Arequipa,R302,2026-05-29T18:50:00Z,2026-05-29T19:55:00Z,56,14.2
541,Chiclayo,R501,2026-05-29T19:38:00Z,2026-05-29T20:53:00Z,39,9.3
542,Cusco,R201,2026-05-29T13:48:00Z,2026-05-29T14:15:00Z,21,15.3
543,Trujillo,R402,2026-05-29T16:11:00Z,2026-05-29T16:55:00Z,44,8.7
544,Lima,R103,2026-05-29T12:00:00Z,2026-05-29T13:14:00Z,34,15.3
545,Cusco,R203,2026-05-29T16:04:00Z,2026-05-29T16:29:00Z,48,18.2
546,Lima,R102,2026-05-29T11:12:00Z,2026-05-29T11:39:00Z,16,8.2
547,Arequipa,R303,2026-05-29T12:37:00Z,2026-05-29T13:23:00Z,43,9.5
548,Trujillo,R402,2026-05-29T09:10:00Z,2026-05-29T10:01:00Z,45,8.7
549,Arequipa,R303,2026-05-29T08:50:00Z,2026-05-29T09:41:00Z,23,9.5
550,Cusco,R202,2026-05-29T16:34:00Z,2026-05-29T16:57:00Z,60,10.5
551,Lima,R104,2026-05-29T08:19:00Z,2026-05-29T08:51:00Z,57,6.8
552,Chiclayo,R502,2026-05-29T12:58:00Z,2026-05-29T14:01:00Z,36,12.8
553,Trujillo,R402,2026-05-29T08:51:00Z,2026-05-29T09:16:00Z,41,-1.0
554,Cusco,R201,2026-05-29T10:41:00Z,2026-05-29T11:15:00Z,39,15.3
555,Trujillo,R402,2026-05-29T15:22:00Z,2026-05-29T16:14:00Z,12,8.7
556,Cusco,R203,2026-05-29T12:15:00Z,2026-05-29T13:09:00Z,57,18.2
557,Trujillo,R401,2026-05-29T13:15:00Z,2026-05-29T13:41:00Z,52,11.0
558,Arequipa,R302,2026-05-29T06:33:00Z,2026-05-29T07:21:00Z,21,14.2
559,Lima,R104,2026-05-29T08:00:00Z,2026-05-29T09:09:00Z,56,6.8
560,Chiclayo,R502,2026-05-29T18:07:00Z,2026-05-29T19:06:00Z,45,12.8
561,Chiclayo,R501,2026-05-29T19:23:00Z,2026-05-29T19:56:00Z,57,9.3
562,Lima,R103,2026-05-29T15:05:00Z,2026-05-29T15:42:00Z,43,15.3
563,Cusco,R203,2026-05-29T10:59:00Z,2026-05-29T11:37:00Z,41,18.2
564,Chiclayo,R501,2026-05-29T08:18:00Z,2026-05-29T09:26:00Z,55,9.3
565,Lima,R103,2026-05-29T17:11:00Z,2026-05-29T17:39:00Z,49,15.3
566,Arequipa,R301,2026-05-29T18:08:00Z,2026-05-29T18:48:00Z,58,12.1
567,Trujillo,R402,2026-05-29T08:25:00Z,2026-05-29T09:21:00Z,45,8.7
568,Trujillo,R402,2026-05-29T13:42:00Z,2026-05-29T14:06:00Z,45,8.7
569,Lima,R104,2026-05-29T14:47:00Z,2026-05-29T15:54:00Z,22,6.8
570,Cusco,,2026-05-29T14:19:00Z,2026-05-29T14:59:00Z,42,10.5
571,Lima,R104,2026-05-29T16:50:00Z,2026-05-29T17:52:00Z,49,6.8
572,Lima,R104,2026-05-29T09:43:00Z,2026-05-29T10:30:00Z,57,6.8
573,Cusco,R202,2026-05-29T10:50:00Z,2026-05-29T11:31:00Z,40,10.5
574,Chiclayo,R502,2026-05-29T19:27:00Z,2026-05-29T20:08:00Z,48,12.8
575,Lima,R101,2026-05-29T16:41:00Z,2026-05-29T17:51:00Z,58,11.4
576,Lima,R102,2026-05-29T13:31:00Z,2026-05-29T14:20:00Z,5,8.2
577,Trujillo,R401,2026-05-29T17:45:00Z,2026-05-29T18:13:00Z,46,11.0
578,Cusco,R201,2026-05-29T17:10:00Z,2026-05-29T17:53:00Z,21,15.3
579,Arequipa,R301,2026-05-29T12:45:00Z,2026-05-29T13:45:00Z,24,12.1
580,Arequipa,R302,2026-05-29T17:11:00Z,2026-05-29T17:36:00Z,50,14.2
581,Arequipa,R302,2026-05-29T07:19:00Z,2026-05-29T07:47:00Z,42,14.2
582,Trujillo,R401,2026-05-29T06:08:00Z,2026-05-29T07:12:00Z,26,11.0
583,Trujillo,R401,2026-05-29T14:09:00Z,2026-05-29T14:33:00Z,19,11.0
584,Lima,R101,2026-05-29T11:20:00Z,2026-05-29T12:03:00Z,24,11.4
585,Arequipa,R303,2026-05-29T17:33:00Z,2026-05-29T18:02:00Z,9,9.5
586,Lima,R102,2026-05-29T13:30:00Z,2026-05-29T14:12:00Z,51,8.2
587,Arequipa,R302,2026-05-29T16:30:00Z,2026-05-29T17:33:00Z,33,14.2
588,Lima,R101,2026-05-29T08:23:00Z,2026-05-29T09:31:00Z,12,11.4
589,Trujillo,R402,2026-05-29T13:19:00Z,2026-05-29T13:59:00Z,55,8.7
590,Cusco,R203,2026-05-29T07:26:00Z,2026-05-29T08:01:00Z,40,18.2
591,Chiclayo,R502,2026-05-29T19:17:00Z,2026-05-29T20:21:00Z,6,12.8
592,Cusco,R201,2026-05-29T14:50:00Z,2026-05-29T15:48:00Z,37,15.3
593,Trujillo,R402,2026-05-29T17:01:00Z,2026-05-29T17:24:00Z,55,8.7
594,Arequipa,R302,2026-05-29T12:35:00Z,2026-05-29T13:02:00Z,20,14.2
595,Chiclayo,R501,2026-05-29T15:00:00Z,2026-05-29T15:20:00Z,28,9.3
596,Arequipa,R302,2026-05-29T15:42:00Z,2026-05-29T16:28:00Z,28,14.2
597,Arequipa,R302,2026-05-29T19:08:00Z,2026-05-29T19:32:00Z,6,14.2
598,Lima,R103,2026-05-29T09:40:00Z,2026-05-29T10:02:00Z,8,15.3
